"","Date","Seed","Learner","Hyper_Parameter","Imputing","Time","Resampling_folds","CV_Score","Comment","DistrictSplit","District","Combined_Score"
"1",2024-01-16,123,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","impute hist",3.30900000000838,5,138.435384036591,"Hyperparameters optimized by Bayesian Optimization with nested resampling",FALSE,"All","138.435384036591"
"2",2024-01-16,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","impute hist",2.91899999999441,5,139.453334150969,"Hyperparameter Choosen by Bayesian HPO",FALSE,"All","139.453334150969"
"3",2024-01-19,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","hot deck",2.62799999990966,5,342.426612196403,"Target is Yield/Acre",FALSE,"All","342.426612196403"
"4",2024-01-26,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","hot deck",1.70000000000005,5,350.850488084951,"Target is Yield/Acre",FALSE,"All","350.850488084951"
"5",2024-01-23,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","hot deck",35.6899999999441,5,324.678538733675,"no feature selection",FALSE,"All","324.678538733675"
"6",2024-01-23,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","impute mean",35.6599999999162,5,321.8653786351,"no feature selection",FALSE,"All","321.8653786351"
"7",2024-01-23,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","imputehist",36.9699999999721,5,321.8653786351,"no feature selection",FALSE,"All","321.8653786351"
"8",2024-01-23,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","imputelearner regr",58.5500000000466,5,320.907320653283,"no feature selection",FALSE,"All","320.907320653283"
"9",2024-01-26,1234,"regr.ranger","list(num.threads = 6, num.trees = 750)","hot deck",2.65000000000146,5,314.187092724897,"no feature selection",FALSE,"All","314.187092724897"
"10",2024-01-26,1234,"regr.ranger","list(num.threads = 6, num.trees = 750)","imputehist",4.79000000000087,5,314.374844921012,"no feature selection",FALSE,"All","314.374844921012"
"11",2024-01-26,1234,"regr.ranger","list(num.threads = 6, num.trees = 750)","impute mean",1.86000000000058,5,314.374844921012,"no feature selection",FALSE,"All","314.374844921012"
"12",2024-01-26,1234,"regr.ranger","list(num.threads = 6, num.trees = 750)","imputelearner regr",1.44000000000233,5,314.309103423669,"no feature selection",FALSE,"All","314.309103423669"
"13",2024-01-30,1234,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 1120, learning_rate = 0.08948363, depth = 10)","hot deck",400.799999999988,5,319.853819189608,"no feature selection",FALSE,"All","319.853819189608"
"14",2024-01-30,1234,"regr.ranger","list(num.threads = 6, num.trees = 750, splitrule = ""extratrees"")","hot deck",2.53000000002794,5,318.704571951489,"no feature selection",FALSE,"All","318.704571951489"
"15",2024-01-30,1905,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 12)","hot deck",305.690000000002,5,318.070709620183,"no feature selection",FALSE,"All","318.070709620183"
"16",2024-01-30,1905,"regr.ranger","list(num.threads = 6, num.trees = 750)","hot deck",0.10999999998603,5,294.604581813075,"no feature selection",TRUE,"gaya","308.141803581946"
"17",2024-01-30,1905,"regr.ranger","list(num.threads = 6, num.trees = 750)","hot deck",0.399999999965075,5,233.722521943074,"no feature selection",TRUE,"jamui","308.141803581946"
"18",2024-01-30,1905,"regr.ranger","list(num.threads = 6, num.trees = 750)","hot deck",0.21999999997206,5,333.244037448992,"no feature selection",TRUE,"nalanda","308.141803581946"
"19",2024-01-30,1905,"regr.ranger","list(num.threads = 6, num.trees = 750)","hot deck",0.169999999983702,5,358.301625559221,"no feature selection",TRUE,"vaishali","308.141803581946"
"20",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","hot deck",30.3400000000256,5,298.94937583066,"no feature selection",TRUE,"gaya","311.376971673321"
"21",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","hot deck",34.8500000000349,5,233.921849984599,"no feature selection",TRUE,"jamui","311.376971673321"
"22",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","hot deck",36.6700000000419,5,329.396455882915,"no feature selection",TRUE,"nalanda","311.376971673321"
"23",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","hot deck",33.4400000000023,5,371.392292581687,"no feature selection",TRUE,"vaishali","311.376971673321"
"24",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",31.9800000000396,5,301.602143280533,"no feature selection",TRUE,"gaya","321.315686522494"
"25",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",37.9700000000303,5,235.034160771146,"no feature selection",TRUE,"jamui","321.315686522494"
"26",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",41.0699999999488,5,338.128528332185,"no feature selection",TRUE,"nalanda","321.315686522494"
"27",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",36.320000000007,5,393.146651791095,"no feature selection",TRUE,"vaishali","321.315686522494"
"28",2024-01-30,1603,"regr.ranger","list(num.threads = 6, num.trees = 750)","imputelearner regr",0.119999999995343,5,302.746165023129,"no feature selection",TRUE,"gaya","311.802336449724"
"29",2024-01-30,1603,"regr.ranger","list(num.threads = 6, num.trees = 750)","imputelearner regr",0.25,5,231.803090702763,"no feature selection",TRUE,"jamui","311.802336449724"
"30",2024-01-30,1603,"regr.ranger","list(num.threads = 6, num.trees = 750)","imputelearner regr",0.240000000048894,5,334.104987951765,"no feature selection",TRUE,"nalanda","311.802336449724"
"31",2024-01-30,1603,"regr.ranger","list(num.threads = 6, num.trees = 750)","imputelearner regr",0.179999999993015,5,367.336454463326,"no feature selection",TRUE,"vaishali","311.802336449724"
"32",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",31.9400000000023,5,301.602143280533,"no feature selection",TRUE,"gaya","321.315686522494"
"33",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",58.0899999999674,5,235.034160771146,"no feature selection",TRUE,"jamui","321.315686522494"
"34",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",61.7199999999721,5,338.128528332185,"no feature selection",TRUE,"nalanda","321.315686522494"
"35",2024-01-30,1603,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 320, learning_rate = 0.08948363, depth = 10)","imputelearner regr",55.8300000000163,5,393.146651791095,"no feature selection",TRUE,"vaishali","321.315686522494"
"36",2024-01-30,123,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","hot deck",11.643,5,319.418365543401,"no feature selection",FALSE,"All","319.418365543401"
"37",2024-01-30,123,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","hot deck",2.72699999999986,5,333.547802192994,"Feature Selection with 150 iterations",FALSE,"All","333.547802192994"
"38",2024-01-30,123,"regr.ranger","list(num.threads = 1)","hot deck",0.886999999999716,5,330.384164549901,"Feature Selection with 150 iterations",FALSE,"All","330.384164549901"
"39",2024-01-31,123,"regr.ranger","list(num.threads = 1)","hot deck",1.16100000000733,5,305.651319275657,"Feature Selection with sequential and no terminator",FALSE,"All","305.651319275657"
"40",2024-01-31,123,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 965, learning_rate = 0.08948363, depth = 6)","hot deck",4.13300000000163,5,319.888178312273,"Use the features from Ranger for Catboost",FALSE,"All","319.888178312273"
"41",2024-02-05,16031905,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 610, learning_rate = 0.128609847545158, depth = 15)","hot deck",2153.30000000005,5,297.401447073853,"Target is Yield/Acre",TRUE,"gaya","317.775150504215"
"42",2024-02-05,16031905,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 700, learning_rate = 0.169721374823712, depth = 9)","hot deck",65.1300000000047,5,241.123189742798,"Target is Yield/Acre",TRUE,"jamui","317.775150504215"
"43",2024-02-05,16031905,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 223, learning_rate = 0.0671953704557382, depth = 7)","hot deck",9.71999999997206,5,336.12182170637,"Target is Yield/Acre",TRUE,"nalanda","317.775150504215"
"44",2024-02-05,16031905,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 1, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 484, learning_rate = 0.157347604236566, depth = 10)","hot deck",61.7100000000792,5,380.993491911384,"Target is Yield/Acre",TRUE,"vaishali","317.775150504215"
"45",2024-02-18,192402,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 478, learning_rate = 0.076861998741515, depth = 11, random_strength = 0.817586239892989, grow_policy = ""Depthwise"")","hot deck",5.80000000004657,5,274.991854702015,"feature selection",TRUE,"gaya","317.76390226026"
"46",2024-02-18,192402,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 209, learning_rate = 0.127700097855413, depth = 6, random_strength = 0.636025988031179, grow_policy = ""Depthwise"")","hot deck",4.02999999996973,5,242.207560793793,"feature selection",TRUE,"jamui","317.76390226026"
"47",2024-02-18,192402,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 638, learning_rate = 0.0259799756400753, depth = 15, random_strength = 0.931110776495188, grow_policy = ""Depthwise"")","hot deck",99.9300000000512,5,321.682582904676,"feature selection",TRUE,"nalanda","317.76390226026"
"48",2024-02-18,192402,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 625, learning_rate = 0.105250855989289, depth = 10, random_strength = 0.783734625671059, grow_policy = ""SymmetricTree"")","hot deck",27.960000000021,5,405.041648126582,"feature selection",TRUE,"vaishali","317.76390226026"
"49",2024-02-18,192404,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 191, learning_rate = 0.0992133671254851, depth = 13, random_strength = 0.883889723569155, grow_policy = ""SymmetricTree"")","hot deck",12.070000000007,5,282.19311255811,"feature selection",TRUE,"gaya","317.399853587348"
"50",2024-02-18,192404,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 100, learning_rate = 0.0585335913754534, depth = 9, random_strength = 0.976221664808691, grow_policy = ""Depthwise"")","hot deck",3.90999999997439,5,229.340274033767,"feature selection",TRUE,"jamui","317.399853587348"
"51",2024-02-18,192404,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 677, learning_rate = 0.131749545051716, depth = 14, random_strength = 1.49575779144652, grow_policy = ""SymmetricTree"")","hot deck",201.559999999998,5,336.566800146347,"feature selection",TRUE,"nalanda","317.399853587348"
"52",2024-02-18,192404,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 554, learning_rate = 0.0941635846183635, depth = 14, random_strength = 1.43212948692963, grow_policy = ""Depthwise"")","hot deck",41.3800000000047,5,394.787085599291,"feature selection",TRUE,"vaishali","317.399853587348"
"53",2024-02-18,192407,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 419, learning_rate = 0.0295936151023488, depth = 9, random_strength = 0.781445768428966, grow_policy = ""SymmetricTree"")","hot deck",1.80999999999767,5,272.847335872307,"feature selection",TRUE,"gaya","318.305221244313"
"54",2024-02-18,192407,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 386, learning_rate = 0.152933255133685, depth = 7, random_strength = 1.27749777561985, grow_policy = ""Depthwise"")","hot deck",9.0800000000163,5,238.113185391085,"feature selection",TRUE,"jamui","318.305221244313"
"55",2024-02-18,192407,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 534, learning_rate = 0.166763358025346, depth = 11, random_strength = 0.882509107934311, grow_policy = ""Depthwise"")","hot deck",27.2000000000116,5,323.274257119799,"feature selection",TRUE,"nalanda","318.305221244313"
"56",2024-02-18,192407,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 330, learning_rate = 0.136058727391064, depth = 13, random_strength = 0.816530345007777, grow_policy = ""Depthwise"")","hot deck",35.9599999999627,5,408.972972871265,"feature selection",TRUE,"vaishali","318.305221244313"
"57",2024-02-18,192411,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 136, learning_rate = 0.129553674140479, depth = 9, random_strength = 1.37463233666494, grow_policy = ""SymmetricTree"")","hot deck",0.75,5,271.874373984317,"feature selection",TRUE,"gaya","311.579001073252"
"58",2024-02-18,192411,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 690, learning_rate = 0.0522778755764011, depth = 12, random_strength = 0.977538003586233, grow_policy = ""SymmetricTree"")","hot deck",57.1199999999953,5,227.891857683161,"feature selection",TRUE,"jamui","311.579001073252"
"59",2024-02-18,192411,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 338, learning_rate = 0.0743890469637699, depth = 14, random_strength = 0.564527201233432, grow_policy = ""Depthwise"")","hot deck",42.9199999999837,5,323.717536259699,"feature selection",TRUE,"nalanda","311.579001073252"
"60",2024-02-18,192411,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 660, learning_rate = 0.119754244452342, depth = 7, random_strength = 1.15531654725783, grow_policy = ""Depthwise"")","hot deck",14.6100000000442,5,394.725405902828,"feature selection",TRUE,"vaishali","311.579001073252"
"61",2024-02-18,192416,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 285, learning_rate = 0.101032451617066, depth = 15, random_strength = 0.822398446733132, grow_policy = ""SymmetricTree"")","hot deck",67.3400000000256,5,282.900023382566,"feature selection",TRUE,"gaya","323.294950714603"
"62",2024-02-18,192416,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 211, learning_rate = 0.0911313917580992, depth = 6, random_strength = 1.14476533094421, grow_policy = ""Depthwise"")","hot deck",4.25,5,232.915459576252,"feature selection",TRUE,"jamui","323.294950714603"
"63",2024-02-18,192416,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 269, learning_rate = 0.098524022802012, depth = 14, random_strength = 0.922665968071669, grow_policy = ""SymmetricTree"")","hot deck",70.8800000000047,5,337.494558102786,"feature selection",TRUE,"nalanda","323.294950714603"
"64",2024-02-18,192416,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 422, learning_rate = 0.158404177781194, depth = 10, random_strength = 1.29133958742023, grow_policy = ""Depthwise"")","hot deck",15.890000000014,5,410.035066594126,"feature selection",TRUE,"vaishali","323.294950714603"
"65",2024-02-18,192422,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 164, learning_rate = 0.0883639947581105, depth = 13, random_strength = 0.746817122912034, grow_policy = ""Depthwise"")","hot deck",2.07999999995809,5,281.174955088561,"feature selection",TRUE,"gaya","313.509776670777"
"66",2024-02-18,192422,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 366, learning_rate = 0.0374682516965549, depth = 12, random_strength = 1.15021401247941, grow_policy = ""Depthwise"")","hot deck",26.570000000007,5,231.770543511633,"feature selection",TRUE,"jamui","313.509776670777"
"67",2024-02-18,192422,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 697, learning_rate = 0.0435185215692036, depth = 11, random_strength = 0.517756144050509, grow_policy = ""Depthwise"")","hot deck",43.9799999999814,5,325.874951933151,"feature selection",TRUE,"nalanda","313.509776670777"
"68",2024-02-18,192422,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 692, learning_rate = 0.085839414068032, depth = 13, random_strength = 1.25071327202022, grow_policy = ""SymmetricTree"")","hot deck",62.7599999999511,5,392.014560774519,"feature selection",TRUE,"vaishali","313.509776670777"
"69",2024-02-18,192429,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 691, learning_rate = 0.173201764521655, depth = 9, random_strength = 1.43543633050285, grow_policy = ""SymmetricTree"")","hot deck",3.45000000001164,5,288.478157347131,"feature selection",TRUE,"gaya","314.867074744048"
"70",2024-02-18,192429,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 535, learning_rate = 0.0243912755837664, depth = 13, random_strength = 1.10231185145676, grow_policy = ""Depthwise"")","hot deck",42.9700000000303,5,231.18997025488,"feature selection",TRUE,"jamui","314.867074744048"
"71",2024-02-18,192429,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 329, learning_rate = 0.116917875236832, depth = 10, random_strength = 0.842985867755488, grow_policy = ""SymmetricTree"")","hot deck",13.2900000000373,5,331.623282968003,"feature selection",TRUE,"nalanda","314.867074744048"
"72",2024-02-18,192429,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 134, learning_rate = 0.146244516798761, depth = 11, random_strength = 1.13476907950826, grow_policy = ""Depthwise"")","hot deck",6.79999999998836,5,387.607245540633,"feature selection",TRUE,"vaishali","314.867074744048"
"73",2024-02-18,192437,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 486, learning_rate = 0.0957101060892455, depth = 9, random_strength = 1.03724929247983, grow_policy = ""SymmetricTree"")","hot deck",2.19000000000233,5,280.222670224427,"feature selection",TRUE,"gaya","309.32052393154"
"74",2024-02-18,192437,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 492, learning_rate = 0.137667078732047, depth = 10, random_strength = 0.863659573951736, grow_policy = ""Depthwise"")","hot deck",20.7399999999907,5,237.3637538272,"feature selection",TRUE,"jamui","309.32052393154"
"75",2024-02-18,192437,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 546, learning_rate = 0.150060066781007, depth = 14, random_strength = 0.764625909505412, grow_policy = ""Depthwise"")","hot deck",49.5299999999697,5,317.40520967963,"feature selection",TRUE,"nalanda","309.32052393154"
"76",2024-02-18,192437,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 196, learning_rate = 0.0412966867978685, depth = 11, random_strength = 0.770062467548996, grow_policy = ""SymmetricTree"")","hot deck",6.72000000003027,5,383.445227760999,"feature selection",TRUE,"vaishali","309.32052393154"
"77",2024-02-18,192446,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 134, learning_rate = 0.169489495913731, depth = 15, random_strength = 1.1148056590464, grow_policy = ""SymmetricTree"")","hot deck",28.1699999999837,5,284.783820541286,"feature selection",TRUE,"gaya","317.136398096602"
"78",2024-02-18,192446,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 338, learning_rate = 0.150383101438638, depth = 9, random_strength = 0.839565378380939, grow_policy = ""Depthwise"")","hot deck",12.640000000014,5,232.341854967468,"feature selection",TRUE,"jamui","317.136398096602"
"79",2024-02-18,192446,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 375, learning_rate = 0.125354421554366, depth = 8, random_strength = 1.30403760238551, grow_policy = ""Depthwise"")","hot deck",11.4699999999721,5,320.711666372195,"feature selection",TRUE,"nalanda","317.136398096602"
"80",2024-02-18,192446,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 193, learning_rate = 0.0753253624401986, depth = 6, random_strength = 1.17720135860145, grow_policy = ""Depthwise"")","hot deck",3.47000000003027,5,406.774820528539,"feature selection",TRUE,"vaishali","317.136398096602"
"81",2024-02-18,192456,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 232, learning_rate = 0.0254670825076755, depth = 13, random_strength = 1.06158771016635, grow_policy = ""Depthwise"")","hot deck",3.07999999995809,5,271.96515182826,"feature selection",TRUE,"gaya","306.711361901557"
"82",2024-02-18,192456,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 501, learning_rate = 0.0496991718618665, depth = 14, random_strength = 1.38952087261714, grow_policy = ""SymmetricTree"")","hot deck",114.610000000044,5,233.057111890423,"feature selection",TRUE,"jamui","306.711361901557"
"83",2024-02-18,192456,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 620, learning_rate = 0.0279594515718054, depth = 7, random_strength = 0.717100388137624, grow_policy = ""SymmetricTree"")","hot deck",13.2799999999697,5,319.79201381772,"feature selection",TRUE,"nalanda","306.711361901557"
"84",2024-02-18,192456,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 340, learning_rate = 0.0992064463696442, depth = 9, random_strength = 1.27803770173341, grow_policy = ""SymmetricTree"")","hot deck",9.38000000000466,5,379.310674873321,"feature selection",TRUE,"vaishali","306.711361901557"
"85",2024-02-18,192467,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 335, learning_rate = 0.0267084899172187, depth = 13, random_strength = 1.09417619928718, grow_policy = ""Depthwise"")","hot deck",4.13000000000466,5,269.496400228538,"feature selection",TRUE,"gaya","313.168202710743"
"86",2024-02-18,192467,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 274, learning_rate = 0.14836337914574, depth = 6, random_strength = 1.46998411277309, grow_policy = ""SymmetricTree"")","hot deck",4.6699999999837,5,239.455402624279,"feature selection",TRUE,"jamui","313.168202710743"
"87",2024-02-18,192467,"regr.catboost","list(loss_function = ""RMSE"", logging_level = ""Silent"", thread_count = 6, allow_writing_files = FALSE, save_snapshot = FALSE, iterations = 366, learning_rate = 0.112837827126496, depth = 10, random_strength = 1.21362095070072, grow_policy = ""Depthwise"")","hot deck",16.5799999999581,5,319.7196756078,"feature selection",TRUE,"nalanda","313.168202710743"
